component,value,os,priority,hardware,version,component,severity,assignee,product,status,total
simulation,avg,0,0,0,0,0,0,0,0,0,20
simulation,min,0,0,0,0,0,0,0,0,0,20
simulation,max,0,0,0,0,0,0,0,0,0,20
gdb,avg,0,0,0,0,0,0,0,0,0,672
gdb,min,0,0,0,0,0,0,0,0,0,672
gdb,max,0,0,0,0,0,0,0,0,0,672
desktopintegration,avg,0,0,0,0,0,0,0,0,0,4
desktopintegration,min,0,0,0,0,0,0,0,0,0,4
desktopintegration,max,0,0,0,0,0,0,0,0,0,4
navigator&amp;editorsockets,avg,0,0,0,0,0,0,0,0,0,38
navigator&amp;editorsockets,min,0,0,0,0,0,0,0,0,0,38
navigator&amp;editorsockets,max,0,0,0,0,0,0,0,0,0,38
utilities,avg,0,0,0,0,0,0,0,0,0,90
utilities,min,0,0,0,0,0,0,0,0,0,90
utilities,max,0,0,0,0,0,0,0,0,0,90
tmf,avg,0,0,0,0,0,0,0,0,0,335
tmf,min,0,0,0,0,0,0,0,0,0,335
tmf,max,0,0,0,0,0,0,0,0,0,335
nebulaextension,avg,0,0,0,0,0,0,0,0,0,5
nebulaextension,min,0,0,0,0,0,0,0,0,0,5
nebulaextension,max,0,0,0,0,0,0,0,0,0,5
xpand,avg,0,0,0,0,0,0,0,0,0,619
xpand,min,0,0,0,0,0,0,0,0,0,619
xpand,max,0,0,0,0,0,0,0,0,0,619
navigation,avg,0,0,0,0,0,0,0,0,0,146
navigation,min,0,0,0,0,0,0,0,0,0,146
navigation,max,0,0,0,0,0,0,0,0,0,146
problemsview&amp;errormarkers,avg,0,0,0,0,0,0,0,0,0,29
problemsview&amp;errormarkers,min,0,0,0,0,0,0,0,0,0,29
problemsview&amp;errormarkers,max,0,0,0,0,0,0,0,0,0,29
translations,avg,0,0,0,0,0,0,0,0,0,141
translations,min,0,0,0,0,0,0,0,0,0,141
translations,max,0,0,0,0,0,0,0,0,0,141
rio,avg,0,0,0,0,0,0,0,0,0,97
rio,min,0,0,0,0,0,0,0,0,0,97
rio,max,0,0,0,0,0,0,0,0,0,97
model,avg,0,0,0,0,0,0,0,0,0,211
model,min,0,0,0,0,0,0,0,0,0,211
model,max,0,0,0,0,0,0,0,0,0,211
text,avg,0,0,0,0,0,0,0,0,0,11818
text,min,0,0,0,0,0,0,0,0,0,11818
text,max,0,0,0,0,0,0,0,0,0,11818
texo,avg,0,0,0,0,0,0,0,0,0,311
texo,min,0,0,0,0,0,0,0,0,0,311
texo,max,0,0,0,0,0,0,0,0,0,311
datechooser,avg,0,0,0,0,0,0,0,0,0,26
datechooser,min,0,0,0,0,0,0,0,0,0,26
datechooser,max,0,0,0,0,0,0,0,0,0,26
validation,avg,0,0,0,0,0,0,0,0,0,301
validation,min,0,0,0,0,0,0,0,0,0,301
validation,max,0,0,0,0,0,0,0,0,0,301
tasks,avg,0,0,0,0,0,0,0,0,0,2733
tasks,min,0,0,0,0,0,0,0,0,0,2733
tasks,max,0,0,0,0,0,0,0,0,0,2733
python,avg,0,0,0,0,0,0,0,0,0,32
python,min,0,0,0,0,0,0,0,0,0,32
python,max,0,0,0,0,0,0,0,0,0,32
mapping,avg,0,0,0,0,0,0,0,0,0,80
mapping,min,0,0,0,0,0,0,0,0,0,80
mapping,max,0,0,0,0,0,0,0,0,0,80
ltweaving,avg,0,0,0,0,0,0,0,0,0,458
ltweaving,min,0,0,0,0,0,0,0,0,0,458
ltweaving,max,0,0,0,0,0,0,0,0,0,458
package,avg,0,0,0,0,0,0,0,0,0,171
package,min,0,0,0,0,0,0,0,0,0,171
package,max,0,0,0,0,0,0,0,0,0,171
templates,avg,0,0,0,0,0,0,0,0,0,161
templates,min,0,0,0,0,0,0,0,0,0,161
templates,max,0,0,0,0,0,0,0,0,0,161
testing,avg,0,0,0,0,0,0,0,0,0,3
testing,min,0,0,0,0,0,0,0,0,0,3
testing,max,0,0,0,0,0,0,0,0,0,3
forte,avg,0,0,0,0,0,0,0,0,0,116
forte,min,0,0,0,0,0,0,0,0,0,116
forte,max,0,0,0,0,0,0,0,0,0,116
other,avg,0,0,0,0,0,0,0,0,0,723
other,min,0,0,0,0,0,0,0,0,0,723
other,max,0,0,0,0,0,0,0,0,0,723
package,avg,0,0,0,0,0,0,0,0,0,4
package,min,0,0,0,0,0,0,0,0,0,4
package,max,0,0,0,0,0,0,0,0,0,4
wtp,avg,0,0,0,0,0,0,0,0,0,35
wtp,min,0,0,0,0,0,0,0,0,0,35
wtp,max,0,0,0,0,0,0,0,0,0,35
parser,avg,0,0,0,0,0,0,0,0,0,20
parser,min,0,0,0,0,0,0,0,0,0,20
parser,max,0,0,0,0,0,0,0,0,0,20
projectbuilder,avg,0,0,0,0,0,0,0,0,0,75
projectbuilder,min,0,0,0,0,0,0,0,0,0,75
projectbuilder,max,0,0,0,0,0,0,0,0,0,75
orionhub,avg,0,0,0,0,0,0,0,0,0,53
orionhub,min,0,0,0,0,0,0,0,0,0,53
orionhub,max,0,0,0,0,0,0,0,0,0,53
install,avg,0,0,0,0,0,0,0,0,0,298
install,min,0,0,0,0,0,0,0,0,0,298
install,max,0,0,0,0,0,0,0,0,0,298
toolbox,avg,0,0,0,0,0,0,0,0,0,8
toolbox,min,0,0,0,0,0,0,0,0,0,8
toolbox,max,0,0,0,0,0,0,0,0,0,8
doc,avg,0,0,0,0,0,0,0,0,0,2605
doc,min,0,0,0,0,0,0,0,0,0,2605
doc,max,0,0,0,0,0,0,0,0,0,2605
gui,avg,0,0,0,0,0,0,0,0,0,75
gui,min,0,0,0,0,0,0,0,0,0,75
gui,max,0,0,0,0,0,0,0,0,0,75
db,avg,0,0,0,0,0,0,0,0,0,31
db,min,0,0,0,0,0,0,0,0,0,31
db,max,0,0,0,0,0,0,0,0,0,31
forinternaluse,avg,0,0,0,0,0,0,0,0,0,229
forinternaluse,min,0,0,0,0,0,0,0,0,0,229
forinternaluse,max,0,0,0,0,0,0,0,0,0,229
artifactrepository,avg,0,0,0,0,0,0,0,0,0,41
artifactrepository,min,0,0,0,0,0,0,0,0,0,41
artifactrepository,max,0,0,0,0,0,0,0,0,0,41
actiontrackingsystem(ats),avg,0,0,0,0,0,0,0,0,0,146
actiontrackingsystem(ats),min,0,0,0,0,0,0,0,0,0,146
actiontrackingsystem(ats),max,0,0,0,0,0,0,0,0,0,146
phpsearch,avg,0,0,0,0,0,0,0,0,0,110
phpsearch,min,0,0,0,0,0,0,0,0,0,110
phpsearch,max,0,0,0,0,0,0,0,0,0,110
server,avg,0,0,0,0,0,0,0,0,0,2520
server,min,0,0,0,0,0,0,0,0,0,2520
server,max,0,0,0,0,0,0,0,0,0,2520
other,avg,0,0,0,0,0,0,0,0,0,567
other,min,0,0,0,0,0,0,0,0,0,567
other,max,0,0,0,0,0,0,0,0,0,567
metamodel,avg,0,0,0,0,0,0,0,0,0,25
metamodel,min,0,0,0,0,0,0,0,0,0,25
metamodel,max,0,0,0,0,0,0,0,0,0,25
oscilloscope,avg,0,0,0,0,0,0,0,0,0,13
oscilloscope,min,0,0,0,0,0,0,0,0,0,13
oscilloscope,max,0,0,0,0,0,0,0,0,0,13
usecases,avg,0,0,0,0,0,0,0,0,0,19
usecases,min,0,0,0,0,0,0,0,0,0,19
usecases,max,0,0,0,0,0,0,0,0,0,19
cell,avg,0,0,0,0,0,0,0,0,0,8
cell,min,0,0,0,0,0,0,0,0,0,8
cell,max,0,0,0,0,0,0,0,0,0,8
targets,avg,0,0,0,0,0,0,0,0,0,104
targets,min,0,0,0,0,0,0,0,0,0,104
targets,max,0,0,0,0,0,0,0,0,0,104
toolsmiths,avg,0,0,0,0,0,0,0,0,0,28
toolsmiths,min,0,0,0,0,0,0,0,0,0,28
toolsmiths,max,0,0,0,0,0,0,0,0,0,28
commandline,avg,0,0,0,0,0,0,0,0,0,1
commandline,min,0,0,0,0,0,0,0,0,0,1
commandline,max,0,0,0,0,0,0,0,0,0,1
sshslaves,avg,0,0,0,0,0,0,0,0,0,2
sshslaves,min,0,0,0,0,0,0,0,0,0,2
sshslaves,max,0,0,0,0,0,0,0,0,0,2
library,avg,0,0,0,0,0,0,0,0,0,47
library,min,0,0,0,0,0,0,0,0,0,47
library,max,0,0,0,0,0,0,0,0,0,47
xwt,avg,0,0,0,0,0,0,0,0,0,28
xwt,min,0,0,0,0,0,0,0,0,0,28
xwt,max,0,0,0,0,0,0,0,0,0,28
relational,avg,0,0,0,0,0,0,0,0,0,3
relational,min,0,0,0,0,0,0,0,0,0,3
relational,max,0,0,0,0,0,0,0,0,0,3
userassistance,avg,0,0,0,0,0,0,0,0,0,4987
userassistance,min,0,0,0,0,0,0,0,0,0,4987
userassistance,max,0,0,0,0,0,0,0,0,0,4987
contenttranslation,avg,0,0,0,0,0,0,0,0,0,15
contenttranslation,min,0,0,0,0,0,0,0,0,0,15
contenttranslation,max,0,0,0,0,0,0,0,0,0,15
http2,avg,0,0,0,0,0,0,0,0,0,98
http2,min,0,0,0,0,0,0,0,0,0,98
http2,max,0,0,0,0,0,0,0,0,0,98
bidilayout,avg,0,0,0,0,0,0,0,0,0,2
bidilayout,min,0,0,0,0,0,0,0,0,0,2
bidilayout,max,0,0,0,0,0,0,0,0,0,2
gefgraph,avg,0,0,0,0,0,0,0,0,0,25
gefgraph,min,0,0,0,0,0,0,0,0,0,25
gefgraph,max,0,0,0,0,0,0,0,0,0,25
commandlinetools,avg,0,0,0,0,0,0,0,0,0,5
commandlinetools,min,0,0,0,0,0,0,0,0,0,5
commandlinetools,max,0,0,0,0,0,0,0,0,0,5
table,avg,0,0,0,0,0,0,0,0,0,364
table,min,0,0,0,0,0,0,0,0,0,364
table,max,0,0,0,0,0,0,0,0,0,364
deployment,avg,0,0,0,0,0,0,0,0,0,124
deployment,min,0,0,0,0,0,0,0,0,0,124
deployment,max,0,0,0,0,0,0,0,0,0,124
xtexterrors,avg,0,0,0,0,0,0,0,0,0,213
xtexterrors,min,0,0,0,0,0,0,0,0,0,213
xtexterrors,max,0,0,0,0,0,0,0,0,0,213
managedmake,avg,0,0,0,0,0,0,0,0,0,61
managedmake,min,0,0,0,0,0,0,0,0,0,61
managedmake,max,0,0,0,0,0,0,0,0,0,61
fastcgi,avg,0,0,0,0,0,0,0,0,0,16
fastcgi,min,0,0,0,0,0,0,0,0,0,16
fastcgi,max,0,0,0,0,0,0,0,0,0,16
releaseengineering,avg,0,0,0,0,0,0,0,0,0,70
releaseengineering,min,0,0,0,0,0,0,0,0,0,70
releaseengineering,max,0,0,0,0,0,0,0,0,0,70
composer,avg,0,0,0,0,0,0,0,0,0,50
composer,min,0,0,0,0,0,0,0,0,0,50
composer,max,0,0,0,0,0,0,0,0,0,50
outlineviews,avg,0,0,0,0,0,0,0,0,0,402
outlineviews,min,0,0,0,0,0,0,0,0,0,402
outlineviews,max,0,0,0,0,0,0,0,0,0,402
legacydraw2d,avg,0,0,0,0,0,0,0,0,0,946
legacydraw2d,min,0,0,0,0,0,0,0,0,0,946
legacydraw2d,max,0,0,0,0,0,0,0,0,0,946
gefcommon,avg,0,0,0,0,0,0,0,0,0,15
gefcommon,min,0,0,0,0,0,0,0,0,0,15
gefcommon,max,0,0,0,0,0,0,0,0,0,15
mylyn,avg,0,0,0,0,0,0,0,0,0,77
mylyn,min,0,0,0,0,0,0,0,0,0,77
mylyn,max,0,0,0,0,0,0,0,0,0,77
prototype,avg,0,0,0,0,0,0,0,0,0,156
prototype,min,0,0,0,0,0,0,0,0,0,156
prototype,max,0,0,0,0,0,0,0,0,0,156
sdkmanagement,avg,0,0,0,0,0,0,0,0,0,65
sdkmanagement,min,0,0,0,0,0,0,0,0,0,65
sdkmanagement,max,0,0,0,0,0,0,0,0,0,65
build,avg,0,0,0,0,0,0,0,0,0,1745
build,min,0,0,0,0,0,0,0,0,0,1745
build,max,0,0,0,0,0,0,0,0,0,1745
package,avg,0,0,0,0,0,0,0,0,0,54
package,min,0,0,0,0,0,0,0,0,0,54
package,max,0,0,0,0,0,0,0,0,0,54
gdb,avg,0,0,0,0,0,0,0,0,0,294
gdb,min,0,0,0,0,0,0,0,0,0,294
gdb,max,0,0,0,0,0,0,0,0,0,294
framework,avg,0,0,0,0,0,0,0,0,0,2165
framework,min,0,0,0,0,0,0,0,0,0,2165
framework,max,0,0,0,0,0,0,0,0,0,2165
testharness,avg,0,0,0,0,0,0,0,0,0,9
testharness,min,0,0,0,0,0,0,0,0,0,9
testharness,max,0,0,0,0,0,0,0,0,0,9
luadevelopmenttools,avg,0,0,0,0,0,0,0,0,0,483
luadevelopmenttools,min,0,0,0,0,0,0,0,0,0,483
luadevelopmenttools,max,0,0,0,0,0,0,0,0,0,483
core,avg,0,0,0,0,0,0,0,0,0,2
core,min,0,0,0,0,0,0,0,0,0,2
core,max,0,0,0,0,0,0,0,0,0,2
report,avg,0,0,0,0,0,0,0,0,0,996
report,min,0,0,0,0,0,0,0,0,0,996
report,max,0,0,0,0,0,0,0,0,0,996
bootstrapper,avg,0,0,0,0,0,0,0,0,0,54
bootstrapper,min,0,0,0,0,0,0,0,0,0,54
bootstrapper,max,0,0,0,0,0,0,0,0,0,54
examples,avg,0,0,0,0,0,0,0,0,0,126
examples,min,0,0,0,0,0,0,0,0,0,126
examples,max,0,0,0,0,0,0,0,0,0,126
signing,avg,0,0,0,0,0,0,0,0,0,136
signing,min,0,0,0,0,0,0,0,0,0,136
signing,max,0,0,0,0,0,0,0,0,0,136
modelworkspace,avg,0,0,0,0,0,0,0,0,0,65
modelworkspace,min,0,0,0,0,0,0,0,0,0,65
modelworkspace,max,0,0,0,0,0,0,0,0,0,65
sbvr,avg,0,0,0,0,0,0,0,0,0,4
sbvr,min,0,0,0,0,0,0,0,0,0,4
sbvr,max,0,0,0,0,0,0,0,0,0,4
transaction,avg,0,0,0,0,0,0,0,0,0,429
transaction,min,0,0,0,0,0,0,0,0,0,429
transaction,max,0,0,0,0,0,0,0,0,0,429
wizards,avg,0,0,0,0,0,0,0,0,0,3
wizards,min,0,0,0,0,0,0,0,0,0,3
wizards,max,0,0,0,0,0,0,0,0,0,3
codeformatter,avg,0,0,0,0,0,0,0,0,0,601
codeformatter,min,0,0,0,0,0,0,0,0,0,601
codeformatter,max,0,0,0,0,0,0,0,0,0,601
creverser,avg,0,0,0,0,0,0,0,0,0,13
creverser,min,0,0,0,0,0,0,0,0,0,13
creverser,max,0,0,0,0,0,0,0,0,0,13
newsreader,avg,0,0,0,0,0,0,0,0,0,22
newsreader,min,0,0,0,0,0,0,0,0,0,22
newsreader,max,0,0,0,0,0,0,0,0,0,22
am3,avg,0,0,0,0,0,0,0,0,0,13
am3,min,0,0,0,0,0,0,0,0,0,13
am3,max,0,0,0,0,0,0,0,0,0,13
annotations,avg,0,0,0,0,0,0,0,0,0,325
annotations,min,0,0,0,0,0,0,0,0,0,325
annotations,max,0,0,0,0,0,0,0,0,0,325
main,avg,0,0,0,0,0,0,0,0,0,1071
main,min,0,0,0,0,0,0,0,0,0,1071
main,max,0,0,0,0,0,0,0,0,0,1071
m2xideintegration,avg,0,0,0,0,0,0,0,0,0,19
m2xideintegration,min,0,0,0,0,0,0,0,0,0,19
m2xideintegration,max,0,0,0,0,0,0,0,0,0,19
platforms,avg,0,0,0,0,0,0,0,0,0,84
platforms,min,0,0,0,0,0,0,0,0,0,84
platforms,max,0,0,0,0,0,0,0,0,0,84
importing,avg,0,0,0,0,0,0,0,0,0,7
importing,min,0,0,0,0,0,0,0,0,0,7
importing,max,0,0,0,0,0,0,0,0,0,7
admin,avg,0,0,0,0,0,0,0,0,0,85
admin,min,0,0,0,0,0,0,0,0,0,85
admin,max,0,0,0,0,0,0,0,0,0,85
ucum,avg,0,0,0,0,0,0,0,0,0,4
ucum,min,0,0,0,0,0,0,0,0,0,4
ucum,max,0,0,0,0,0,0,0,0,0,4
databinding,avg,0,0,0,0,0,0,0,0,0,25
databinding,min,0,0,0,0,0,0,0,0,0,25
databinding,max,0,0,0,0,0,0,0,0,0,25
releng,avg,0,0,0,0,0,0,0,0,0,211
releng,min,0,0,0,0,0,0,0,0,0,211
releng,max,0,0,0,0,0,0,0,0,0,211
weaving,avg,0,0,0,0,0,0,0,0,0,38
weaving,min,0,0,0,0,0,0,0,0,0,38
weaving,max,0,0,0,0,0,0,0,0,0,38
yearlyrelease,avg,0,0,0,0,0,0,0,0,0,114
yearlyrelease,min,0,0,0,0,0,0,0,0,0,114
yearlyrelease,max,0,0,0,0,0,0,0,0,0,114
compendium,avg,0,0,0,0,0,0,0,0,0,771
compendium,min,0,0,0,0,0,0,0,0,0,771
compendium,max,0,0,0,0,0,0,0,0,0,771
www,avg,0,0,0,0,0,0,0,0,0,22
www,min,0,0,0,0,0,0,0,0,0,22
www,max,0,0,0,0,0,0,0,0,0,22
websocket,avg,0,0,0,0,0,0,0,0,0,257
websocket,min,0,0,0,0,0,0,0,0,0,257
websocket,max,0,0,0,0,0,0,0,0,0,257
pdesupport,avg,0,0,0,0,0,0,0,0,0,377
pdesupport,min,0,0,0,0,0,0,0,0,0,377
pdesupport,max,0,0,0,0,0,0,0,0,0,377
package,avg,0,0,0,0,0,0,0,0,0,12
package,min,0,0,0,0,0,0,0,0,0,12
package,max,0,0,0,0,0,0,0,0,0,12
communication,avg,0,0,0,0,0,0,0,0,0,62
communication,min,0,0,0,0,0,0,0,0,0,62
communication,max,0,0,0,0,0,0,0,0,0,62
problemsview,avg,0,0,0,0,0,0,0,0,0,133
problemsview,min,0,0,0,0,0,0,0,0,0,133
problemsview,max,0,0,0,0,0,0,0,0,0,133
side,avg,0,0,0,0,0,0,0,0,0,113
side,min,0,0,0,0,0,0,0,0,0,113
side,max,0,0,0,0,0,0,0,0,0,113
informationmodeling,avg,0,0,0,0,0,0,0,0,0,17
informationmodeling,min,0,0,0,0,0,0,0,0,0,17
informationmodeling,max,0,0,0,0,0,0,0,0,0,17
tool,avg,0,0,0,0,0,0,0,0,0,860
tool,min,0,0,0,0,0,0,0,0,0,860
tool,max,0,0,0,0,0,0,0,0,0,860
debugsdm,avg,0,0,0,0,0,0,0,0,0,64
debugsdm,min,0,0,0,0,0,0,0,0,0,64
debugsdm,max,0,0,0,0,0,0,0,0,0,64
net4j,avg,0,0,0,0,0,0,0,0,0,285
net4j,min,0,0,0,0,0,0,0,0,0,285
net4j,max,0,0,0,0,0,0,0,0,0,285
license,avg,0,0,0,0,0,0,0,0,0,8
license,min,0,0,0,0,0,0,0,0,0,8
license,max,0,0,0,0,0,0,0,0,0,8
otmvn,avg,0,0,0,0,0,0,0,0,0,4
otmvn,min,0,0,0,0,0,0,0,0,0,4
otmvn,max,0,0,0,0,0,0,0,0,0,4
templates,avg,0,0,0,0,0,0,0,0,0,87
templates,min,0,0,0,0,0,0,0,0,0,87
templates,max,0,0,0,0,0,0,0,0,0,87
pipelets,avg,0,0,0,0,0,0,0,0,0,9
pipelets,min,0,0,0,0,0,0,0,0,0,9
pipelets,max,0,0,0,0,0,0,0,0,0,9
dse,avg,0,0,0,0,0,0,0,0,0,128
dse,min,0,0,0,0,0,0,0,0,0,128
dse,max,0,0,0,0,0,0,0,0,0,128
clientui,avg,0,0,0,0,0,0,0,0,0,111
clientui,min,0,0,0,0,0,0,0,0,0,111
clientui,max,0,0,0,0,0,0,0,0,0,111
standalone,avg,0,0,0,0,0,0,0,0,0,26
standalone,min,0,0,0,0,0,0,0,0,0,26
standalone,max,0,0,0,0,0,0,0,0,0,26
amf,avg,0,0,0,0,0,0,0,0,0,57
amf,min,0,0,0,0,0,0,0,0,0,57
amf,max,0,0,0,0,0,0,0,0,0,57
eupdate,avg,0,0,0,0,0,0,0,0,0,27
eupdate,min,0,0,0,0,0,0,0,0,0,27
eupdate,max,0,0,0,0,0,0,0,0,0,27
dsl,avg,0,0,0,0,0,0,0,0,0,34
dsl,min,0,0,0,0,0,0,0,0,0,34
dsl,max,0,0,0,0,0,0,0,0,0,34
integrations,avg,0,0,0,0,0,0,0,0,0,85
integrations,min,0,0,0,0,0,0,0,0,0,85
integrations,max,0,0,0,0,0,0,0,0,0,85
build,avg,0,0,0,0,0,0,0,0,0,82
build,min,0,0,0,0,0,0,0,0,0,82
build,max,0,0,0,0,0,0,0,0,0,82
cdatetime,avg,0,0,0,0,0,0,0,0,0,130
cdatetime,min,0,0,0,0,0,0,0,0,0,130
cdatetime,max,0,0,0,0,0,0,0,0,0,130
errors,avg,0,0,0,0,0,0,0,0,0,54
errors,min,0,0,0,0,0,0,0,0,0,54
errors,max,0,0,0,0,0,0,0,0,0,54
service,avg,0,0,0,0,0,0,0,0,0,21
service,min,0,0,0,0,0,0,0,0,0,21
service,max,0,0,0,0,0,0,0,0,0,21
lookandfeel,avg,0,0,0,0,0,0,0,0,0,72
lookandfeel,min,0,0,0,0,0,0,0,0,0,72
lookandfeel,max,0,0,0,0,0,0,0,0,0,72
aml,avg,0,0,0,0,0,0,0,0,0,2
aml,min,0,0,0,0,0,0,0,0,0,2
aml,max,0,0,0,0,0,0,0,0,0,2
ideintegration,avg,0,0,0,0,0,0,0,0,0,21
ideintegration,min,0,0,0,0,0,0,0,0,0,21
ideintegration,max,0,0,0,0,0,0,0,0,0,21
p2,avg,0,0,0,0,0,0,0,0,0,5320
p2,min,0,0,0,0,0,0,0,0,0,5320
p2,max,0,0,0,0,0,0,0,0,0,5320
remoterepositories,avg,0,0,0,0,0,0,0,0,0,11
remoterepositories,min,0,0,0,0,0,0,0,0,0,11
remoterepositories,max,0,0,0,0,0,0,0,0,0,11
storage,avg,0,0,0,0,0,0,0,0,0,34
storage,min,0,0,0,0,0,0,0,0,0,34
storage,max,0,0,0,0,0,0,0,0,0,34
units,avg,0,0,0,0,0,0,0,0,0,35
units,min,0,0,0,0,0,0,0,0,0,35
units,max,0,0,0,0,0,0,0,0,0,35
demo,avg,0,0,0,0,0,0,0,0,0,292
demo,min,0,0,0,0,0,0,0,0,0,292
demo,max,0,0,0,0,0,0,0,0,0,292
scripting,avg,0,0,0,0,0,0,0,0,0,146
scripting,min,0,0,0,0,0,0,0,0,0,146
scripting,max,0,0,0,0,0,0,0,0,0,146
extra,avg,0,0,0,0,0,0,0,0,0,20
extra,min,0,0,0,0,0,0,0,0,0,20
extra,max,0,0,0,0,0,0,0,0,0,20
design,avg,0,0,0,0,0,0,0,0,0,53
design,min,0,0,0,0,0,0,0,0,0,53
design,max,0,0,0,0,0,0,0,0,0,53
define,avg,0,0,0,0,0,0,0,0,0,136
define,min,0,0,0,0,0,0,0,0,0,136
define,max,0,0,0,0,0,0,0,0,0,136
blam,avg,0,0,0,0,0,0,0,0,0,3
blam,min,0,0,0,0,0,0,0,0,0,3
blam,max,0,0,0,0,0,0,0,0,0,3
lang,avg,0,0,0,0,0,0,0,0,0,54
lang,min,0,0,0,0,0,0,0,0,0,54
lang,max,0,0,0,0,0,0,0,0,0,54
docs,avg,0,0,0,0,0,0,0,0,0,28
docs,min,0,0,0,0,0,0,0,0,0,28
docs,max,0,0,0,0,0,0,0,0,0,28
ant,avg,0,0,0,0,0,0,0,0,0,3944
ant,min,0,0,0,0,0,0,0,0,0,3944
ant,max,0,0,0,0,0,0,0,0,0,3944
ajdoc,avg,0,0,0,0,0,0,0,0,0,67
ajdoc,min,0,0,0,0,0,0,0,0,0,67
ajdoc,max,0,0,0,0,0,0,0,0,0,67
sandbox,avg,0,0,0,0,0,0,0,0,0,7
sandbox,min,0,0,0,0,0,0,0,0,0,7
sandbox,max,0,0,0,0,0,0,0,0,0,7
xml/xmi,avg,0,0,0,0,0,0,0,0,0,466
xml/xmi,min,0,0,0,0,0,0,0,0,0,466
xml/xmi,max,0,0,0,0,0,0,0,0,0,466
geomap,avg,0,0,0,0,0,0,0,0,0,16
geomap,min,0,0,0,0,0,0,0,0,0,16
geomap,max,0,0,0,0,0,0,0,0,0,16
ruby,avg,0,0,0,0,0,0,0,0,0,339
ruby,min,0,0,0,0,0,0,0,0,0,339
ruby,max,0,0,0,0,0,0,0,0,0,339
releng,avg,0,0,0,0,0,0,0,0,0,6840
releng,min,0,0,0,0,0,0,0,0,0,6840
releng,max,0,0,0,0,0,0,0,0,0,6840
buckminster,avg,0,0,0,0,0,0,0,0,0,5
buckminster,min,0,0,0,0,0,0,0,0,0,5
buckminster,max,0,0,0,0,0,0,0,0,0,5
etfw,avg,0,0,0,0,0,0,0,0,0,42
etfw,min,0,0,0,0,0,0,0,0,0,42
etfw,max,0,0,0,0,0,0,0,0,0,42
osgi,avg,0,0,0,0,0,0,0,0,0,104
osgi,min,0,0,0,0,0,0,0,0,0,104
osgi,max,0,0,0,0,0,0,0,0,0,104
gefgeometry,avg,0,0,0,0,0,0,0,0,0,30
gefgeometry,min,0,0,0,0,0,0,0,0,0,30
gefgeometry,max,0,0,0,0,0,0,0,0,0,30
webportal,avg,0,0,0,0,0,0,0,0,0,165
webportal,min,0,0,0,0,0,0,0,0,0,165
webportal,max,0,0,0,0,0,0,0,0,0,165
ldp,avg,0,0,0,0,0,0,0,0,0,131
ldp,min,0,0,0,0,0,0,0,0,0,131
ldp,max,0,0,0,0,0,0,0,0,0,131
updatesite,avg,0,0,0,0,0,0,0,0,0,189
updatesite,min,0,0,0,0,0,0,0,0,0,189
updatesite,max,0,0,0,0,0,0,0,0,0,189
forms,avg,0,0,0,0,0,0,0,0,0,24
forms,min,0,0,0,0,0,0,0,0,0,24
forms,max,0,0,0,0,0,0,0,0,0,24
properties,avg,0,0,0,0,0,0,0,0,0,121
properties,min,0,0,0,0,0,0,0,0,0,121
properties,max,0,0,0,0,0,0,0,0,0,121
gef3d,avg,0,0,0,0,0,0,0,0,0,10
gef3d,min,0,0,0,0,0,0,0,0,0,10
gef3d,max,0,0,0,0,0,0,0,0,0,10
pmc,avg,0,0,0,0,0,0,0,0,0,45
pmc,min,0,0,0,0,0,0,0,0,0,45
