component,value,os,priority,hardware,version,component,severity,assignee,product,status,total
target,min,0,0,0,0,0,0,0,0,0,291
target,max,0,0,0,0,0,0,0,0,0,291
headless,avg,0,0,0,0,0,0,0,0,0,32
headless,min,0,0,0,0,0,0,0,0,0,32
headless,max,0,0,0,0,0,0,0,0,0,32
ui,avg,0,0,0,0,0,0,0,0,0,95
ui,min,0,0,0,0,0,0,0,0,0,95
ui,max,0,0,0,0,0,0,0,0,0,95
xtextbacklog,avg,0,0,0,0,0,0,0,0,0,174
xtextbacklog,min,0,0,0,0,0,0,0,0,0,174
xtextbacklog,max,0,0,0,0,0,0,0,0,0,174
zest,avg,0,0,0,0,0,0,0,0,0,311
zest,min,0,0,0,0,0,0,0,0,0,311
zest,max,0,0,0,0,0,0,0,0,0,311
compare&amp;mergeideintegration,avg,0,0,0,0,0,0,0,0,0,8
compare&amp;mergeideintegration,min,0,0,0,0,0,0,0,0,0,8
compare&amp;mergeideintegration,max,0,0,0,0,0,0,0,0,0,8
infrastructure,avg,0,0,0,0,0,0,0,0,0,761
infrastructure,min,0,0,0,0,0,0,0,0,0,761
infrastructure,max,0,0,0,0,0,0,0,0,0,761
repository,avg,0,0,0,0,0,0,0,0,0,3
repository,min,0,0,0,0,0,0,0,0,0,3
repository,max,0,0,0,0,0,0,0,0,0,3
m2mqtt,avg,0,0,0,0,0,0,0,0,0,2
m2mqtt,min,0,0,0,0,0,0,0,0,0,2
m2mqtt,max,0,0,0,0,0,0,0,0,0,2
base,avg,0,0,0,0,0,0,0,0,0,7
base,min,0,0,0,0,0,0,0,0,0,7
base,max,0,0,0,0,0,0,0,0,0,7
querylanguage,avg,0,0,0,0,0,0,0,0,0,209
querylanguage,min,0,0,0,0,0,0,0,0,0,209
querylanguage,max,0,0,0,0,0,0,0,0,0,209
modeling,avg,0,0,0,0,0,0,0,0,0,264
modeling,min,0,0,0,0,0,0,0,0,0,264
modeling,max,0,0,0,0,0,0,0,0,0,264
webdav,avg,0,0,0,0,0,0,0,0,0,205
webdav,min,0,0,0,0,0,0,0,0,0,205
webdav,max,0,0,0,0,0,0,0,0,0,205
refactoring,avg,0,0,0,0,0,0,0,0,0,159
refactoring,min,0,0,0,0,0,0,0,0,0,159
refactoring,max,0,0,0,0,0,0,0,0,0,159
repository,avg,0,0,0,0,0,0,0,0,0,11
repository,min,0,0,0,0,0,0,0,0,0,11
repository,max,0,0,0,0,0,0,0,0,0,11
codesearch,avg,0,0,0,0,0,0,0,0,0,20
codesearch,min,0,0,0,0,0,0,0,0,0,20
codesearch,max,0,0,0,0,0,0,0,0,0,20
axf,avg,0,0,0,0,0,0,0,0,0,8
axf,min,0,0,0,0,0,0,0,0,0,8
axf,max,0,0,0,0,0,0,0,0,0,8
adl,avg,0,0,0,0,0,0,0,0,0,4
adl,min,0,0,0,0,0,0,0,0,0,4
adl,max,0,0,0,0,0,0,0,0,0,4
launchers,avg,0,0,0,0,0,0,0,0,0,15
launchers,min,0,0,0,0,0,0,0,0,0,15
launchers,max,0,0,0,0,0,0,0,0,0,15
cgeneration,avg,0,0,0,0,0,0,0,0,0,14
cgeneration,min,0,0,0,0,0,0,0,0,0,14
cgeneration,max,0,0,0,0,0,0,0,0,0,14
connectivity,avg,0,0,0,0,0,0,0,0,0,64
connectivity,min,0,0,0,0,0,0,0,0,0,64
connectivity,max,0,0,0,0,0,0,0,0,0,64
teneo,avg,0,0,0,0,0,0,0,0,0,425
teneo,min,0,0,0,0,0,0,0,0,0,425
teneo,max,0,0,0,0,0,0,0,0,0,425
trac,avg,0,0,0,0,0,0,0,0,0,550
trac,min,0,0,0,0,0,0,0,0,0,550
trac,max,0,0,0,0,0,0,0,0,0,550
usert&gt;equinox&gt;p2),avg,0,0,0,0,0,0,0,0,0,4952
usert&gt;equinox&gt;p2),min,0,0,0,0,0,0,0,0,0,4952
usert&gt;equinox&gt;p2),max,0,0,0,0,0,0,0,0,0,4952
mqtt,avg,0,0,0,0,0,0,0,0,0,37
mqtt,min,0,0,0,0,0,0,0,0,0,37
mqtt,max,0,0,0,0,0,0,0,0,0,37
electron,avg,0,0,0,0,0,0,0,0,0,31
electron,min,0,0,0,0,0,0,0,0,0,31
electron,max,0,0,0,0,0,0,0,0,0,31
jgit,avg,0,0,0,0,0,0,0,0,0,1112
jgit,min,0,0,0,0,0,0,0,0,0,1112
jgit,max,0,0,0,0,0,0,0,0,0,1112
converters,avg,0,0,0,0,0,0,0,0,0,56
converters,min,0,0,0,0,0,0,0,0,0,56
converters,max,0,0,0,0,0,0,0,0,0,56
webpage,avg,0,0,0,0,0,0,0,0,0,7
webpage,min,0,0,0,0,0,0,0,0,0,7
webpage,max,0,0,0,0,0,0,0,0,0,7
gallery,avg,0,0,0,0,0,0,0,0,0,199
gallery,min,0,0,0,0,0,0,0,0,0,199
gallery,max,0,0,0,0,0,0,0,0,0,199
query2,avg,0,0,0,0,0,0,0,0,0,88
query2,min,0,0,0,0,0,0,0,0,0,88
query2,max,0,0,0,0,0,0,0,0,0,88
dashboard,avg,0,0,0,0,0,0,0,0,0,66
dashboard,min,0,0,0,0,0,0,0,0,0,66
dashboard,max,0,0,0,0,0,0,0,0,0,66
developerstatistics,avg,0,0,0,0,0,0,0,0,0,66
developerstatistics,min,0,0,0,0,0,0,0,0,0,66
developerstatistics,max,0,0,0,0,0,0,0,0,0,66
metalua,avg,0,0,0,0,0,0,0,0,0,25
metalua,min,0,0,0,0,0,0,0,0,0,25
metalua,max,0,0,0,0,0,0,0,0,0,25
eson,avg,0,0,0,0,0,0,0,0,0,26
eson,min,0,0,0,0,0,0,0,0,0,26
eson,max,0,0,0,0,0,0,0,0,0,26
buildsystem,avg,0,0,0,0,0,0,0,0,0,159
buildsystem,min,0,0,0,0,0,0,0,0,0,159
buildsystem,max,0,0,0,0,0,0,0,0,0,159
otj,avg,0,0,0,0,0,0,0,0,0,66
otj,min,0,0,0,0,0,0,0,0,0,66
otj,max,0,0,0,0,0,0,0,0,0,66
rc&amp;webdemonstrator,avg,0,0,0,0,0,0,0,0,0,2
rc&amp;webdemonstrator,min,0,0,0,0,0,0,0,0,0,2
rc&amp;webdemonstrator,max,0,0,0,0,0,0,0,0,0,2
ctree,avg,0,0,0,0,0,0,0,0,0,2
ctree,min,0,0,0,0,0,0,0,0,0,2
ctree,max,0,0,0,0,0,0,0,0,0,2
scandium,avg,0,0,0,0,0,0,0,0,0,15
scandium,min,0,0,0,0,0,0,0,0,0,15
scandium,max,0,0,0,0,0,0,0,0,0,15
samples,avg,0,0,0,0,0,0,0,0,0,43
samples,min,0,0,0,0,0,0,0,0,0,43
samples,max,0,0,0,0,0,0,0,0,0,43
examples,avg,0,0,0,0,0,0,0,0,0,178
examples,min,0,0,0,0,0,0,0,0,0,178
examples,max,0,0,0,0,0,0,0,0,0,178
filetransfer,avg,0,0,0,0,0,0,0,0,0,165
filetransfer,min,0,0,0,0,0,0,0,0,0,165
filetransfer,max,0,0,0,0,0,0,0,0,0,165
js,avg,0,0,0,0,0,0,0,0,0,13
js,min,0,0,0,0,0,0,0,0,0,13
js,max,0,0,0,0,0,0,0,0,0,13
radiogroup,avg,0,0,0,0,0,0,0,0,0,12
radiogroup,min,0,0,0,0,0,0,0,0,0,12
radiogroup,max,0,0,0,0,0,0,0,0,0,12
phpfunctionsview,avg,0,0,0,0,0,0,0,0,0,51
phpfunctionsview,min,0,0,0,0,0,0,0,0,0,51
phpfunctionsview,max,0,0,0,0,0,0,0,0,0,51
logging,avg,0,0,0,0,0,0,0,0,0,24
logging,min,0,0,0,0,0,0,0,0,0,24
logging,max,0,0,0,0,0,0,0,0,0,24
backchannel,avg,0,0,0,0,0,0,0,0,0,2
backchannel,min,0,0,0,0,0,0,0,0,0,2
backchannel,max,0,0,0,0,0,0,0,0,0,2
scoutsdk,avg,0,0,0,0,0,0,0,0,0,405
scoutsdk,min,0,0,0,0,0,0,0,0,0,405
scoutsdk,max,0,0,0,0,0,0,0,0,0,405
drivers,avg,0,0,0,0,0,0,0,0,0,9
drivers,min,0,0,0,0,0,0,0,0,0,9
drivers,max,0,0,0,0,0,0,0,0,0,9
californium,avg,0,0,0,0,0,0,0,0,0,58
californium,min,0,0,0,0,0,0,0,0,0,58
californium,max,0,0,0,0,0,0,0,0,0,58
ui,avg,0,0,0,0,0,0,0,0,0,181
ui,min,0,0,0,0,0,0,0,0,0,181
ui,max,0,0,0,0,0,0,0,0,0,181
tooling,avg,0,0,0,0,0,0,0,0,0,528
tooling,min,0,0,0,0,0,0,0,0,0,528
tooling,max,0,0,0,0,0,0,0,0,0,528
internal,avg,0,0,0,0,0,0,0,0,0,83
internal,min,0,0,0,0,0,0,0,0,0,83
internal,max,0,0,0,0,0,0,0,0,0,83
editorui,avg,0,0,0,0,0,0,0,0,0,191
editorui,min,0,0,0,0,0,0,0,0,0,191
editorui,max,0,0,0,0,0,0,0,0,0,191
xotcl,avg,0,0,0,0,0,0,0,0,0,14
xotcl,min,0,0,0,0,0,0,0,0,0,14
xotcl,max,0,0,0,0,0,0,0,0,0,14
bugzilla,avg,0,0,0,0,0,0,0,0,0,2538
bugzilla,min,0,0,0,0,0,0,0,0,0,2538
bugzilla,max,0,0,0,0,0,0,0,0,0,2538
reportviewer,avg,0,0,0,0,0,0,0,0,0,1310
reportviewer,min,0,0,0,0,0,0,0,0,0,1310
reportviewer,max,0,0,0,0,0,0,0,0,0,1310
jobmanagement,avg,0,0,0,0,0,0,0,0,0,5
jobmanagement,min,0,0,0,0,0,0,0,0,0,5
jobmanagement,max,0,0,0,0,0,0,0,0,0,5
foundation,avg,0,0,0,0,0,0,0,0,0,1462
foundation,min,0,0,0,0,0,0,0,0,0,1462
foundation,max,0,0,0,0,0,0,0,0,0,1462
poiextension,avg,0,0,0,0,0,0,0,0,0,11
poiextension,min,0,0,0,0,0,0,0,0,0,11
poiextension,max,0,0,0,0,0,0,0,0,0,11
tools,avg,0,0,0,0,0,0,0,0,0,2435
tools,min,0,0,0,0,0,0,0,0,0,2435
tools,max,0,0,0,0,0,0,0,0,0,2435
gem,avg,0,0,0,0,0,0,0,0,0,4
gem,min,0,0,0,0,0,0,0,0,0,4
gem,max,0,0,0,0,0,0,0,0,0,4
unknown,avg,0,0,0,0,0,0,0,0,0,742
unknown,min,0,0,0,0,0,0,0,0,0,742
unknown,max,0,0,0,0,0,0,0,0,0,742
pror,avg,0,0,0,0,0,0,0,0,0,356
pror,min,0,0,0,0,0,0,0,0,0,356
pror,max,0,0,0,0,0,0,0,0,0,356
web,avg,0,0,0,0,0,0,0,0,0,234
web,min,0,0,0,0,0,0,0,0,0,234
web,max,0,0,0,0,0,0,0,0,0,234
ridget,avg,0,0,0,0,0,0,0,0,0,169
ridget,min,0,0,0,0,0,0,0,0,0,169
ridget,max,0,0,0,0,0,0,0,0,0,169
qt,avg,0,0,0,0,0,0,0,0,0,12
qt,min,0,0,0,0,0,0,0,0,0,12
qt,max,0,0,0,0,0,0,0,0,0,12
bundlor,avg,0,0,0,0,0,0,0,0,0,17
bundlor,min,0,0,0,0,0,0,0,0,0,17
bundlor,max,0,0,0,0,0,0,0,0,0,17
editor,avg,0,0,0,0,0,0,0,0,0,3978
editor,min,0,0,0,0,0,0,0,0,0,3978
editor,max,0,0,0,0,0,0,0,0,0,3978
snaps,avg,0,0,0,0,0,0,0,0,0,21
snaps,min,0,0,0,0,0,0,0,0,0,21
snaps,max,0,0,0,0,0,0,0,0,0,21
modelmutator,avg,0,0,0,0,0,0,0,0,0,5
modelmutator,min,0,0,0,0,0,0,0,0,0,5
modelmutator,max,0,0,0,0,0,0,0,0,0,5
testsuite,avg,0,0,0,0,0,0,0,0,0,240
testsuite,min,0,0,0,0,0,0,0,0,0,240
testsuite,max,0,0,0,0,0,0,0,0,0,240
browserbasedmodeler,avg,0,0,0,0,0,0,0,0,0,81
browserbasedmodeler,min,0,0,0,0,0,0,0,0,0,81
browserbasedmodeler,max,0,0,0,0,0,0,0,0,0,81
demo&amp;examples,avg,0,0,0,0,0,0,0,0,0,20
demo&amp;examples,min,0,0,0,0,0,0,0,0,0,20
demo&amp;examples,max,0,0,0,0,0,0,0,0,0,20
managed,avg,0,0,0,0,0,0,0,0,0,334
managed,min,0,0,0,0,0,0,0,0,0,334
managed,max,0,0,0,0,0,0,0,0,0,334
builder,avg,0,0,0,0,0,0,0,0,0,1
builder,min,0,0,0,0,0,0,0,0,0,1
builder,max,0,0,0,0,0,0,0,0,0,1
transformation,avg,0,0,0,0,0,0,0,0,0,77
transformation,min,0,0,0,0,0,0,0,0,0,77
transformation,max,0,0,0,0,0,0,0,0,0,77
javartsjgeneration,avg,0,0,0,0,0,0,0,0,0,40
javartsjgeneration,min,0,0,0,0,0,0,0,0,0,40
javartsjgeneration,max,0,0,0,0,0,0,0,0,0,40
workspace,avg,0,0,0,0,0,0,0,0,0,15
workspace,min,0,0,0,0,0,0,0,0,0,15
workspace,max,0,0,0,0,0,0,0,0,0,15
help,avg,0,0,0,0,0,0,0,0,0,71
help,min,0,0,0,0,0,0,0,0,0,71
help,max,0,0,0,0,0,0,0,0,0,71
site,avg,0,0,0,0,0,0,0,0,0,20
site,min,0,0,0,0,0,0,0,0,0,20
site,max,0,0,0,0,0,0,0,0,0,20
xtext,avg,0,0,0,0,0,0,0,0,0,6682
xtext,min,0,0,0,0,0,0,0,0,0,6682
xtext,max,0,0,0,0,0,0,0,0,0,6682
grid,avg,0,0,0,0,0,0,0,0,0,309
grid,min,0,0,0,0,0,0,0,0,0,309
grid,max,0,0,0,0,0,0,0,0,0,309
snipmatch,avg,0,0,0,0,0,0,0,0,0,273
snipmatch,min,0,0,0,0,0,0,0,0,0,273
snipmatch,max,0,0,0,0,0,0,0,0,0,273
core,avg,0,0,0,0,0,0,0,0,0,2189
core,min,0,0,0,0,0,0,0,0,0,2189
core,max,0,0,0,0,0,0,0,0,0,2189
swt/jface,avg,0,0,0,0,0,0,0,0,0,3
swt/jface,min,0,0,0,0,0,0,0,0,0,3
swt/jface,max,0,0,0,0,0,0,0,0,0,3
phpmodeling,avg,0,0,0,0,0,0,0,0,0,123
phpmodeling,min,0,0,0,0,0,0,0,0,0,123
phpmodeling,max,0,0,0,0,0,0,0,0,0,123
plugins,avg,0,0,0,0,0,0,0,0,0,24
plugins,min,0,0,0,0,0,0,0,0,0,24
plugins,max,0,0,0,0,0,0,0,0,0,24
data,avg,0,0,0,0,0,0,0,0,0,1184
data,min,0,0,0,0,0,0,0,0,0,1184
data,max,0,0,0,0,0,0,0,0,0,1184
maven3,avg,0,0,0,0,0,0,0,0,0,16
maven3,min,0,0,0,0,0,0,0,0,0,16
maven3,max,0,0,0,0,0,0,0,0,0,16
wiki,avg,0,0,0,0,0,0,0,0,0,24
wiki,min,0,0,0,0,0,0,0,0,0,24
wiki,max,0,0,0,0,0,0,0,0,0,24
spdy,avg,0,0,0,0,0,0,0,0,0,57
spdy,min,0,0,0,0,0,0,0,0,0,57
spdy,max,0,0,0,0,0,0,0,0,0,57
maven2,avg,0,0,0,0,0,0,0,0,0,4
maven2,min,0,0,0,0,0,0,0,0,0,4
maven2,max,0,0,0,0,0,0,0,0,0,4
emfforms,avg,0,0,0,0,0,0,0,0,0,1985
emfforms,min,0,0,0,0,0,0,0,0,0,1985
emfforms,max,0,0,0,0,0,0,0,0,0,1985
ecl,avg,0,0,0,0,0,0,0,0,0,19
ecl,min,0,0,0,0,0,0,0,0,0,19
ecl,max,0,0,0,0,0,0,0,0,0,19
rdbms,avg,0,0,0,0,0,0,0,0,0,2
rdbms,min,0,0,0,0,0,0,0,0,0,2
rdbms,max,0,0,0,0,0,0,0,0,0,2
codefolding,avg,0,0,0,0,0,0,0,0,0,237
codefolding,min,0,0,0,0,0,0,0,0,0,237
codefolding,max,0,0,0,0,0,0,0,0,0,237
richtext,avg,0,0,0,0,0,0,0,0,0,31
richtext,min,0,0,0,0,0,0,0,0,0,31
richtext,max,0,0,0,0,0,0,0,0,0,31
simdebug,avg,0,0,0,0,0,0,0,0,0,35
simdebug,min,0,0,0,0,0,0,0,0,0,35
simdebug,max,0,0,0,0,0,0,0,0,0,35
objecttransaction,avg,0,0,0,0,0,0,0,0,0,21
objecttransaction,min,0,0,0,0,0,0,0,0,0,21
objecttransaction,max,0,0,0,0,0,0,0,0,0,21
jira,avg,0,0,0,0,0,0,0,0,0,938
jira,min,0,0,0,0,0,0,0,0,0,938
jira,max,0,0,0,0,0,0,0,0,0,938
sysml,avg,0,0,0,0,0,0,0,0,0,455
sysml,min,0,0,0,0,0,0,0,0,0,455
sysml,max,0,0,0,0,0,0,0,0,0,455
development,avg,0,0,0,0,0,0,0,0,0,9
development,min,0,0,0,0,0,0,0,0,0,9
development,max,0,0,0,0,0,0,0,0,0,9
marketplace,avg,0,0,0,0,0,0,0,0,0,2
marketplace,min,0,0,0,0,0,0,0,0,0,2
marketplace,max,0,0,0,0,0,0,0,0,0,2
smells,avg,0,0,0,0,0,0,0,0,0,1
smells,min,0,0,0,0,0,0,0,0,0,1
smells,max,0,0,0,0,0,0,0,0,0,1
maven,avg,0,0,0,0,0,0,0,0,0,169
maven,min,0,0,0,0,0,0,0,0,0,169
maven,max,0,0,0,0,0,0,0,0,0,169
vpm(archive),avg,0,0,0,0,0,0,0,0,0,82
vpm(archive),min,0,0,0,0,0,0,0,0,0,82
vpm(archive),max,0,0,0,0,0,0,0,0,0,82
tree,avg,0,0,0,0,0,0,0,0,0,37
tree,min,0,0,0,0,0,0,0,0,0,37
tree,max,0,0,0,0,0,0,0,0,0,37
runtime,avg,0,0,0,0,0,0,0,0,0,5698
runtime,min,0,0,0,0,0,0,0,0,0,5698
runtime,max,0,0,0,0,0,0,0,0,0,5698
build,avg,0,0,0,0,0,0,0,0,0,103
build,min,0,0,0,0,0,0,0,0,0,103
build,max,0,0,0,0,0,0,0,0,0,103
servicemodel,avg,0,0,0,0,0,0,0,0,0,14
servicemodel,min,0,0,0,0,0,0,0,0,0,14
servicemodel,max,0,0,0,0,0,0,0,0,0,14
core,avg,0,0,0,0,0,0,0,0,0,59521
core,min,0,0,0,0,0,0,0,0,0,59521
core,max,0,0,0,0,0,0,0,0,0,59521
targlets,avg,0,0,0,0,0,0,0,0,0,94
targlets,min,0,0,0,0,0,0,0,0,0,94
targlets,max,0,0,0,0,0,0,0,0,0,94
backlog,avg,0,0,0,0,0,0,0,0,0,236
backlog,min,0,0,0,0,0,0,0,0,0,236
backlog,max,0,0,0,0,0,0,0,0,0,236
xviewer,avg,0,0,0,0,0,0,0,0,0,80
xviewer,min,0,0,0,0,0,0,0,0,0,80
xviewer,max,0,0,0,0,0,0,0,0,0,80
accservice,avg,0,0,0,0,0,0,0,0,0,599
accservice,min,0,0,0,0,0,0,0,0,0,599
accservice,max,0,0,0,0,0,0,0,0,0,599
pldt,avg,0,0,0,0,0,0,0,0,0,57
pldt,min,0,0,0,0,0,0,0,0,0,57
pldt,max,0,0,0,0,0,0,0,0,0,57
launcher,avg,0,0,0,0,0,0,0,0,0,212
launcher,min,0,0,0,0,0,0,0,0,0,212
launcher,max,0,0,0,0,0,0,0,0,0,212
geffx,avg,0,0,0,0,0,0,0,0,0,94
geffx,min,0,0,0,0,0,0,0,0,0,94
geffx,max,0,0,0,0,0,0,0,0,0,94
toolset,avg,0,0,0,0,0,0,0,0,0,79
toolset,min,0,0,0,0,0,0,0,0,0,79
toolset,max,0,0,0,0,0,0,0,0,0,79
jface,avg,0,0,0,0,0,0,0,0,0,333
jface,min,0,0,0,0,0,0,0,0,0,333
jface,max,0,0,0,0,0,0,0,0,0,333
handbook,avg,0,0,0,0,0,0,0,0,0,13
handbook,min,0,0,0,0,0,0,0,0,0,13
handbook,max,0,0,0,0,0,0,0,0,0,13
debugui,avg,0,0,0,0,0,0,0,0,0,104
debugui,min,0,0,0,0,0,0,0,0,0,104
debugui,max,0,0,0,0,0,0,0,0,0,104
gig,avg,0,0,0,0,0,0,0,0,0,5
gig,min,0,0,0,0,0,0,0,0,0,5
gig,max,0,0,0,0,0,0,0,0,0,5
javareverser,avg,0,0,0,0,0,0,0,0,0,3
javareverser,min,0,0,0,0,0,0,0,0,0,3
javareverser,max,0,0,0,0,0,0,0,0,0,3
diagrams,avg,0,0,0,0,0,0,0,0,0,348
diagrams,min,0,0,0,0,0,0,0,0,0,348
diagrams,max,0,0,0,0,0,0,0,0,0,348
vortorepository,avg,0,0,0,0,0,0,0,0,0,32
vortorepository,min,0,0,0,0,0,0,0,0,0,32
vortorepository,max,0,0,0,0,0,0,0,0,0,32
draw3d,avg,0,0,0,0,0,0,0,0,0,68
draw3d,min,0,0,0,0,0,0,0,0,0,68
draw3d,max,0,0,0,0,0,0,0,0,0,68
plexus,avg,0,0,0,0,0,0,0,0,0,31
plexus,min,0,0,0,0,0,0,0,0,0,31
plexus,max,0,0,0,0,0,0,0,0,0,31
jeteditor,avg,0,0,0,0,0,0,0,0,0,23
jeteditor,min,0,0,0,0,0,0,0,0,0,23
jeteditor,max,0,0,0,0,0,0,0,0,0,23
c,avg,0,0,0,0,0,0,0,0,0,0
c,min,0,0,0,0,0,0,0,0,0,0
c,max,0,0,0,0,0,0,0,0,0,0
platform,avg,0,0,0,0,0,0,0,0,0,245
platform,min,0,0,0,0,0,0,0,0,0,245
platform,max,0,0,0,0,0,0,0,0,0,245
general,avg,0,0,0,0,0,0,0,0,0,5515
general,min,0,0,0,0,0,0,0,0,0,5515
general,max,0,0,0,0,0,0,0,0,0,5515
security,avg,0,0,0,0,0,0,0,0,0,279
security,min,0,0,0,0,0,0,0,0,0,279
security,max,0,0,0,0,0,0,0,0,0,279
git,avg,0,0,0,0,0,0,0,0,0,867
git,min,0,0,0,0,0,0,0,0,0,867
git,max,0,0,0,0,0,0,0,0,0,867
camelintegration,avg,0,0,0,0,0,0,0,0,0,5
camelintegration,min,0,0,0,0,0,0,0,0,0,5
camelintegration,max,0,0,0,0,0,0,0,0,0,5
incubator,avg,0,0,0,0,0,0,0,0,0,1970
incubator,min,0,0,0,0,0,0,0,0,0,1970
incubator,max,0,0,0,0,0,0,0,0,0,1970
paginationcontrol,avg,0,0,0,0,0,0,0,0,0,2
paginationcontrol,min,0,0,0,0,0,0,0,0,0,2
paginationcontrol,max,0,0,0,0,0,0,0,0,0,2
rhino,avg,0,0,0,0,0,0,0,0,0,4
rhino,min,0,0,0,0,0,0,0,0,0,4
rhino,max,0,0,0,0,0,0,0,0,0,4
debug,avg,0,0,0,0,0,0,0,0,0,90
debug,min,0,0,0,0,0,0,0,0,0,90
debug,max,0,0,0,0,0,0,0,0,0,90
jpa,avg,0,0,0,0,0,0,0,0,0,3976
jpa,min,0,0,0,0,0,0,0,0,0,3976
jpa,max,0,0,0,0,0,0,0,0,0,3976
dynamicworkingsets,avg,0,0,0,0,0,0,0,0,0,42
dynamicworkingsets,min,0,0,0,0,0,0,0,0,0,42
dynamicworkingsets,max,0,0,0,0,0,0,0,0,0,42
android,avg,0,0,0,0,0,0,0,0,0,56
android,min,0,0,0,0,0,0,0,0,0,56
android,max,0,0,0,0,0,0,0,0,0,56
website/wiki,avg,0,0,0,0,0,0,0,0,0,34
website/wiki,min,0,0,0,0,0,0,0,0,0,34
website/wiki,max,0,0,0,0,0,0,0,0,0,34
tcl,avg,0,0,0,0,0,0,0,0,0,93
tcl,min,0,0,0,0,0,0,0,0,0,93
tcl,max,0,0,0,0,0,0,0,0,0,93
scripts,avg,0,0,0,0,0,0,0,0,0,44
scripts,min,0,0,0,0,0,0,0,0,0,44
scripts,max,0,0,0,0,0,0,0,0,0,44
editors,avg,0,0,0,0,0,0,0,0,0,243
editors,min,0,0,0,0,0,0,0,0,0,243
editors,max,0,0,0,0,0,0,0,0,0,243
core,avg,0,0,0,0,0,0,0,0,0,651
core,min,0,0,0,0,0,0,0,0,0,651
core,max,0,0,0,0,0,0,0,0,0,651
englishstrings,avg,0,0,0,0,0,0,0,0,0,38
englishstrings,min,0,0,0,0,0,0,0,0,0,38
englishstrings,max,0,0,0,0,0,0,0,0,0,38
debug,avg,0,0,0,0,0,0,0,0,0,17338
debug,min,0,0,0,0,0,0,0,0,0,17338
debug,max,0,0,0,0,0,0,0,0,0,17338
package,avg,0,0,0,0,0,0,0,0,0,134
package,min,0,0,0,0,0,0,0,0,0,134
package,max,0,0,0,0,0,0,0,0,0,134
editor,avg,0,0,0,0,0,0,0,0,0,710
editor,min,0,0,0,0,0,0,0,0,0,710
editor,max,0,0,0,0,0,0,0,0,0,710
indexer,avg,0,0,0,0,0,0,0,0,0,693
indexer,min,0,0,0,0,0,0,0,0,0,693
indexer,max,0,0,0,0,0,0,0,0,0,693
resources,avg,0,0,0,0,0,0,0,0,0,6097
resources,min,0,0,0,0,0,0,0,0,0,6097
resources,max,0,0,0,0,0,0,0,0,0,6097
designer,avg,0,0,0,0,0,0,0,0,0,264
designer,min,0,0,0,0,0,0,0,0,0,264
designer,max,0,0,0,0,0,0,0,0,0,264
statesystem,avg,0,0,0,0,0,0,0,0,0,8
statesystem,min,0,0,0,0,0,0,0,0,0,8
statesystem,max,0,0,0,0,0,0,0,0,0,8
0,avg,0,0,0,0,0,0,0,0,0,48
0,min,0,0,0,0,0,0,0,0,0,48
0,max,0,0,0,0,0,0,0,0,0,48
dawn,avg,0,0,0,0,0,0,0,0,0,35
dawn,min,0,0,0,0,0,0,0,0,0,35
dawn,max,0,0,0,0,0,0,0,0,0,35
dbws,avg,0,0,0,0,0,0,0,0,0,276
dbws,min,0,0,0,0,0,0,0,0,0,276
dbws,max,0,0,0,0,0,0,0,0,0,276
build,avg,0,0,0,0,0,0,0,0,0,4179
build,min,0,0,0,0,0,0,0,0,0,4179
build,max,0,0,0,0,0,0,0,0,0,4179
mwe,avg,0,0,0,0,0,0,0,0,0,189
mwe,min,0,0,0,0,0,0,0,0,0,189
mwe,max,0,0,0,0,0,0,0,0,0,189
user,avg,0,0,0,0,0,0,0,0,0,14
user,min,0,0,0,0,0,0,0,0,0,14
user,max,0,0,0,0,0,0,0,0,0,14
providers,avg,0,0,0,0,0,0,0,0,0,128
providers,min,0,0,0,0,0,0,0,0,0,128
providers,max,0,0,0,0,0,0,0,0,0,128
